No.;"Nama Lembaga";"No. Seri Kartu SAM";"No. Manifest Kartu SAM";"No. PCID";Keterangan
62;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012263;2017BB12020800000000000000012263;Berhasil;R
63;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012264;2017BB12020800000000000000012264;Berhasil;R
64;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012265;2017BB12020800000000000000012265;Berhasil;R
65;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012266;2017BB12020800000000000000012266;Berhasil;R
66;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012267;2017BB12020800000000000000012267;Berhasil;R
67;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012268;2017BB12020800000000000000012268;Berhasil;R
68;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012269;2017BB12020800000000000000012269;Berhasil;R
69;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012270;2017BB12020800000000000000012270;Berhasil;R
70;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012271;2017BB12020800000000000000012271;Berhasil;R
71;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012272;2017BB12020800000000000000012272;Berhasil;R
72;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012273;2017BB12020800000000000000012273;Berhasil;R
73;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012274;2017BB12020800000000000000012274;Berhasil;R
74;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012275;2017BB12020800000000000000012275;Berhasil;R
75;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012276;2017BB12020800000000000000012276;Berhasil;R
76;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012277;2017BB12020800000000000000012277;Berhasil;R
77;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012278;2017BB12020800000000000000012278;Berhasil;R
78;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012279;2017BB12020800000000000000012279;Berhasil;R
79;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012280;2017BB12020800000000000000012280;Berhasil;R
80;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012281;2017BB12020800000000000000012281;Berhasil;R
81;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012282;2017BB12020800000000000000012282;Berhasil;R
82;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012283;2017BB12020800000000000000012283;Berhasil;R
83;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012284;2017BB12020800000000000000012284;Berhasil;R
84;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012285;2017BB12020800000000000000012285;Berhasil;R
85;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012286;2017BB12020800000000000000012286;Berhasil;R
86;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012287;2017BB12020800000000000000012287;Berhasil;R
87;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012288;2017BB12020800000000000000012288;Berhasil;R
88;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012289;2017BB12020800000000000000012289;Berhasil;R
89;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012290;2017BB12020800000000000000012290;Berhasil;R
90;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012291;2017BB12020800000000000000012291;Berhasil;R
91;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012292;2017BB12020800000000000000012292;Berhasil;R
92;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012293;2017BB12020800000000000000012293;Berhasil;R
93;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012294;2017BB12020800000000000000012294;Berhasil;R
94;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012295;2017BB12020800000000000000012295;Berhasil;R
95;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012296;2017BB12020800000000000000012296;Berhasil;R
96;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012297;2017BB12020800000000000000012297;Berhasil;R
97;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012298;2017BB12020800000000000000012298;Berhasil;R
98;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012299;2017BB12020800000000000000012299;Berhasil;R
99;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012300;2017BB12020800000000000000012300;Berhasil;R
100;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012301;2017BB12020800000000000000012301;Berhasil;R
101;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012302;2017BB12020800000000000000012302;Berhasil;R
102;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012303;2017BB12020800000000000000012303;Berhasil;R
103;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012304;2017BB12020800000000000000012304;Berhasil;R
104;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012305;2017BB12020800000000000000012305;Berhasil;R
105;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012306;2017BB12020800000000000000012306;Berhasil;R
106;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012307;2017BB12020800000000000000012307;Berhasil;R
107;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012308;2017BB12020800000000000000012308;Berhasil;R
108;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012309;2017BB12020800000000000000012309;Berhasil;R
109;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012310;2017BB12020800000000000000012310;Berhasil;R
110;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012311;2017BB12020800000000000000012311;Berhasil;R
111;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012312;2017BB12020800000000000000012312;Berhasil;R
112;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012313;2017BB12020800000000000000012313;Berhasil;R
113;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012314;2017BB12020800000000000000012314;Berhasil;R
114;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012315;2017BB12020800000000000000012315;Berhasil;R
115;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012316;2017BB12020800000000000000012316;Berhasil;R
116;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012317;2017BB12020800000000000000012317;Berhasil;R
117;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012318;2017BB12020800000000000000012318;Berhasil;R
118;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012319;2017BB12020800000000000000012319;Berhasil;R
119;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012320;2017BB12020800000000000000012320;Berhasil;R
120;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012321;2017BB12020800000000000000012321;Berhasil;R
121;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012322;2017BB12020800000000000000012322;Berhasil;R
122;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012323;2017BB12020800000000000000012323;Berhasil;R
123;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012324;2017BB12020800000000000000012324;Berhasil;R
124;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012325;2017BB12020800000000000000012325;Berhasil;R
125;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012326;2017BB12020800000000000000012326;Berhasil;R
126;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012327;2017BB12020800000000000000012327;Berhasil;R
127;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012328;2017BB12020800000000000000012328;Berhasil;R
128;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012329;2017BB12020800000000000000012329;Berhasil;R
129;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012330;2017BB12020800000000000000012330;Berhasil;R
130;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012331;2017BB12020800000000000000012331;Berhasil;R
131;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012332;2017BB12020800000000000000012332;Berhasil;R
132;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012333;2017BB12020800000000000000012333;Berhasil;R
133;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012334;2017BB12020800000000000000012334;Berhasil;R
134;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012335;2017BB12020800000000000000012335;Berhasil;R
135;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012336;2017BB12020800000000000000012336;Berhasil;R
136;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012337;2017BB12020800000000000000012337;Berhasil;R
137;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012338;2017BB12020800000000000000012338;Berhasil;R
138;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012339;2017BB12020800000000000000012339;Berhasil;R
139;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012340;2017BB12020800000000000000012340;Berhasil;R
140;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012341;2017BB12020800000000000000012341;Berhasil;R
141;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012342;2017BB12020800000000000000012342;Berhasil;R
142;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012343;2017BB12020800000000000000012343;Berhasil;R
143;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012344;2017BB12020800000000000000012344;Berhasil;R
144;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012345;2017BB12020800000000000000012345;Berhasil;R
145;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012346;2017BB12020800000000000000012346;Berhasil;R
146;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012347;2017BB12020800000000000000012347;Berhasil;R
147;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012348;2017BB12020800000000000000012348;Berhasil;R
148;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012349;2017BB12020800000000000000012349;Berhasil;R
149;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012350;2017BB12020800000000000000012350;Berhasil;R
150;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012351;2017BB12020800000000000000012351;Berhasil;R
151;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012352;2017BB12020800000000000000012352;Berhasil;R
152;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012353;2017BB12020800000000000000012353;Berhasil;R
153;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012354;2017BB12020800000000000000012354;Berhasil;R
154;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012355;2017BB12020800000000000000012355;Berhasil;R
155;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012356;2017BB12020800000000000000012356;Berhasil;R
156;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012357;2017BB12020800000000000000012357;Berhasil;R
157;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012358;2017BB12020800000000000000012358;Berhasil;R
158;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012359;2017BB12020800000000000000012359;Berhasil;R
159;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012360;2017BB12020800000000000000012360;Berhasil;R
160;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012361;2017BB12020800000000000000012361;Berhasil;R
161;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012362;2017BB12020800000000000000012362;Berhasil;R
162;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012363;2017BB12020800000000000000012363;Berhasil;R
163;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012364;2017BB12020800000000000000012364;Berhasil;R
164;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012365;2017BB12020800000000000000012365;Berhasil;R
165;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012366;2017BB12020800000000000000012366;Berhasil;R
166;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012367;2017BB12020800000000000000012367;Berhasil;R
167;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012368;2017BB12020800000000000000012368;Berhasil;R
168;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012369;2017BB12020800000000000000012369;Berhasil;R
169;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012370;2017BB12020800000000000000012370;Berhasil;R
170;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012371;2017BB12020800000000000000012371;Berhasil;R
171;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012372;2017BB12020800000000000000012372;Berhasil;R
172;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012373;2017BB12020800000000000000012373;Berhasil;R
173;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012374;2017BB12020800000000000000012374;Berhasil;R
174;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012375;2017BB12020800000000000000012375;Berhasil;R
175;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012376;2017BB12020800000000000000012376;Berhasil;R
176;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012377;2017BB12020800000000000000012377;Berhasil;R
177;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012378;2017BB12020800000000000000012378;Berhasil;R
178;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012379;2017BB12020800000000000000012379;Berhasil;R
179;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012380;2017BB12020800000000000000012380;Berhasil;R
180;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012381;2017BB12020800000000000000012381;Berhasil;R
181;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012382;2017BB12020800000000000000012382;Berhasil;R
182;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012383;2017BB12020800000000000000012383;Berhasil;R
183;"divisi ti polri - 2.273 sam nt - polda banten, jabar, jateng, jatim dan bali";0;2017BB12NT012384;2017BB12020800000000000000012384;Berhasil;R
